"","name","salary","team","height(ft)","weight(lb)","school","country","draft_year","draft_round","draft_number","+/-","player_year","position","age","games","started","mins/game","field_goal","field_goal_attempt","3_game","3_att","2_game","2_att","freethrows","free_throw_attempt","o_rebound","d_rebound","t_rebound","assist","steal","block","turnover","fouls","ppg","infl","mvp","mip","6_man","dpoy","roy","nba1","nba2","nba3","rook1","rook2","def1","def2","fg_per","two_per","efg","three_per","free_per"
"776","Sam Dekker"," 1794600","LAC","6'9""","230","Wisconsin","USA","2015","1","18","   3.3","2018","PF","23","73"," 1","  12.1","  1.8","  3.5","  0.1","  0.8","  1.6","  2.7","  0.5","  0.8"," 0.6","  1.8","  2.4","  0.5"," 0.3"," 0.1","  0.5","  1.0","  4.2"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.514285714286","0.592592592593","0.528571428571","0.125000000000","0.62500000000"
"777","Terrance Ferguson"," 1785000","OKC","6'7""","184","None","USA","2017","1","21","  -4.7","2018","SG","19","61","12","  12.5","  1.1","  2.8","  0.7","  2.0","  0.5","  0.8","  0.1","  0.2"," 0.3","  0.5","  0.8","  0.3"," 0.4"," 0.2","  0.2","  1.4","  3.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.392857142857","0.625000000000","0.517857142857","0.350000000000","0.50000000000"
"778","Henry Ellenson"," 1780800","DET","6'11""","245","Marquette","USA","2016","1","18","   0.4","2018","PF","21","38"," 0","   8.7","  1.4","  3.8","  0.5","  1.6","  0.9","  2.3","  0.7","  0.8"," 0.3","  1.9","  2.1","  0.5"," 0.1"," 0.0","  0.5","  0.6","  4.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.368421052632","0.391304347826","0.434210526316","0.312500000000","0.87500000000"
"779","Eric Moreland"," 1740000","DET","6'10""","238","Oregon State","USA","Undrafted","Undrafted","Undrafted","   0.9","2018","PF","26","67"," 3","  12.0","  1.0","  1.8","  0.0","  0.0","  1.0","  1.8","  0.2","  0.4"," 1.2","  2.9","  4.1","  1.2"," 0.5"," 0.8","  0.6","  1.7","  2.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.555555555556","0.555555555556","0.555555555556","           NaN","0.50000000000"
"780","Jerian Grant"," 1713840","CHI","6'4""","198","Notre Dame","USA","2015","1","19","  -7.3","2018","PG","25","74","26","  22.8","  2.8","  6.8","  0.8","  2.5","  2.0","  4.3","  1.9","  2.5"," 0.4","  1.9","  2.3","  4.6"," 0.9"," 0.1","  1.2","  1.8","  8.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.411764705882","0.465116279070","0.470588235294","0.320000000000","0.76000000000"
"781","Jarrett Allen"," 1713720","BKN","6'11""","234","Texas","USA","2017","1","22","  -4.4","2018","C","19","72","31","  20.0","  3.3","  5.5","  0.1","  0.2","  3.2","  5.3","  1.6","  2.0"," 2.0","  3.4","  5.4","  0.7"," 0.4"," 1.2","  1.1","  2.0","  8.2"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.600000000000","0.603773584906","0.609090909091","0.500000000000","0.80000000000"
"782","Quincy Acy"," 1709538","BKN","6'7""","240","Baylor","USA","2012","2","37","  -1.3","2018","PF","27","70"," 8","  19.4","  1.9","  5.2","  1.5","  4.2","  0.4","  1.0","  0.7","  0.9"," 0.6","  3.1","  3.7","  0.8"," 0.5"," 0.4","  0.9","  2.1","  5.9"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.365384615385","0.400000000000","0.509615384615","0.357142857143","0.77777777778"
"783","Tyler Zeller"," 1709538","MIL","7'0""","250","North Carolina","USA","2012","1","17","   1.0","2018","C","28","66","34","  16.8","  2.8","  5.1","  0.2","  0.4","  2.7","  4.6","  0.9","  1.2"," 1.7","  3.0","  4.6","  0.7"," 0.2"," 0.5","  0.7","  1.9","  6.7"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.549019607843","0.586956521739","0.568627450980","0.500000000000","0.75000000000"
"784","Jordan Crawford"," 1709538","NOP","6'5""","195","Xavier","USA","2010","1","27"," -16.3","2018","SG","29"," 5"," 0","  10.6","  2.4","  5.4","  1.6","  2.8","  0.8","  2.6","  0.2","  0.2"," 0.4","  0.4","  0.8","  2.6"," 0.2"," 0.2","  1.0","  1.4","  6.6"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.444444444444","0.307692307692","0.592592592593","0.571428571429","1.00000000000"
"785","Mike Scott"," 1709538","WAS","6'8""","237","Virginia","USA","2012","2","43","  -2.2","2018","PF","29","76"," 1","  18.5","  3.6","  6.9","  0.9","  2.1","  2.8","  4.8","  0.7","  1.0"," 0.7","  2.6","  3.3","  1.1"," 0.3"," 0.1","  1.0","  1.9","  8.8"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.521739130435","0.583333333333","0.586956521739","0.428571428571","0.70000000000"
"786","Malik Beasley"," 1700640","DEN","6'5""","196","Florida State","USA","2016","1","19","  -1.7","2018","SG","21","62"," 0","   9.4","  1.2","  2.9","  0.5","  1.3","  0.7","  1.5","  0.4","  0.5"," 0.2","  0.9","  1.1","  0.5"," 0.2"," 0.1","  0.4","  0.6","  3.2"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.413793103448","0.466666666667","0.500000000000","0.384615384615","0.80000000000"
"787","Ante Zizic"," 1645200","CLE","6'11""","250","None","Croatia","2016","1","23","  -9.2","2018","C","21","32"," 2","   6.7","  1.5","  2.1","  0.0","  0.0","  1.5","  2.1","  0.7","  0.9"," 0.8","  1.1","  1.9","  0.2"," 0.1"," 0.4","  0.3","  0.9","  3.7"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.714285714286","0.714285714286","0.714285714286","           NaN","0.77777777778"
"788","Delon Wright"," 1645200","TOR","6'5""","190","Utah","USA","2015","1","20","   7.5","2018","PG","25","69"," 4","  20.8","  2.9","  6.3","  0.8","  2.2","  2.1","  4.0","  1.4","  1.7"," 0.7","  2.2","  2.9","  2.9"," 1.0"," 0.5","  1.1","  1.2","  8.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.460317460317","0.525000000000","0.523809523810","0.363636363636","0.82352941176"
"789","OG Anunoby"," 1645200","TOR","6'8""","235","Indiana","United Kingdo...","2017","1","23","   9.7","2018","SF","20","74","62","  20.0","  2.2","  4.7","  1.0","  2.7","  1.2","  2.0","  0.5","  0.8"," 0.6","  1.9","  2.5","  0.7"," 0.7"," 0.2","  0.6","  1.8","  5.9"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.468085106383","0.600000000000","0.574468085106","0.370370370370","0.62500000000"
"790","Caris LeVert"," 1632480","BKN","6'7""","203","Michigan","USA","2016","1","20","  -6.6","2018","SF","23","71","10","  26.3","  4.5"," 10.4","  1.2","  3.5","  3.3","  6.9","  1.9","  2.6"," 0.7","  2.9","  3.7","  4.2"," 1.2"," 0.3","  2.2","  2.2"," 12.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.432692307692","0.478260869565","0.490384615385","0.342857142857","0.73076923077"
"792","Justin Anderson"," 1579440","PHI","6'6","230","Virginia","USA","2015","1","21","  -8.0","2018","SF","24","38"," 0","  13.7","  2.3","  5.3","  0.9","  2.7","  1.4","  2.6","  0.7","  1.0"," 0.7","  1.8","  2.4","  0.7"," 0.4"," 0.2","  0.4","  1.4","  6.2"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.433962264151","0.538461538462","0.518867924528","0.333333333333","0.70000000000"
"793","Ian Clark"," 1577230","NOP","6'3""","175","Belmont","USA","Undrafted","Undrafted","Undrafted","   1.2","2018","SG","26","74"," 2","  19.7","  3.0","  6.7","  0.8","  2.6","  2.2","  4.1","  0.6","  0.8"," 0.1","  1.6","  1.7","  1.5"," 0.4"," 0.1","  0.8","  1.6","  7.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.447761194030","0.536585365854","0.507462686567","0.307692307692","0.75000000000"
"794","Shane Larkin"," 1524305","BOS","5'11""","175","Miami (FL)","USA","2013","1","18","   0.1","2018","PG","25","54"," 2","  14.4","  1.6","  4.1","  0.6","  1.6","  1.0","  2.5","  0.6","  0.7"," 0.3","  1.4","  1.7","  1.8"," 0.5"," 0.0","  0.6","  1.1","  4.3"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.390243902439","0.400000000000","0.463414634146","0.375000000000","0.85714285714"
"795","Joe Harris"," 1524305","BKN","6'6","219","Virginia","USA","2014","2","33","  -2.9","2018","SG","26","78","14","  25.3","  3.9","  8.0","  1.9","  4.6","  2.0","  3.4","  1.1","  1.3"," 0.7","  2.7","  3.3","  1.6"," 0.4"," 0.3","  1.2","  2.0"," 10.8"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.487500000000","0.588235294118","0.606250000000","0.413043478261","0.84615384615"
"796","Spencer Dinwiddie"," 1524305","BKN","6'6","200","Colorado","USA","2014","2","38","  -1.7","2018","PG","24","80","58","  28.8","  4.1"," 10.5","  1.8","  5.4","  2.3","  5.1","  2.7","  3.4"," 0.5","  2.7","  3.2","  6.6"," 0.9"," 0.3","  1.6","  2.3"," 12.6"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.390476190476","0.450980392157","0.476190476190","0.333333333333","0.79411764706"
"798","Tyler Ennis"," 1524305","LAL","6'3""","194","Syracuse","Canada","2014","1","18","  -1.8","2018","PG","23","54","11","  12.6","  1.7","  4.1","  0.3","  1.0","  1.5","  3.1","  0.4","  0.5"," 0.4","  1.4","  1.8","  1.9"," 0.6"," 0.2","  0.7","  1.4","  4.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.414634146341","0.483870967742","0.451219512195","0.300000000000","0.80000000000"
"799","Jerami Grant"," 1524305","OKC","6'9""","220","Syracuse","USA","2014","2","39","   1.0","2018","PF","23","81"," 1","  20.3","  3.0","  5.6","  0.4","  1.4","  2.6","  4.3","  2.0","  3.0"," 1.1","  2.9","  3.9","  0.7"," 0.4"," 1.0","  0.7","  1.9","  8.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.535714285714","0.604651162791","0.571428571429","0.285714285714","0.66666666667"
"800","Joffrey Lauvergne"," 1524305","SAS","6'11""","260","None","France","2013","2","55","  -6.9","2018","C","26","55"," 1","   9.7","  1.8","  3.5","  0.0","  0.1","  1.8","  3.4","  0.5","  0.9"," 1.1","  2.0","  3.1","  0.7"," 0.2"," 0.1","  0.6","  0.8","  4.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.514285714286","0.529411764706","0.514285714286","0.000000000000","0.55555555556"
"801","Bobby Portis"," 1516320","CHI","6'11""","248","Arkansas","USA","2015","1","22","  -2.8","2018","PF","22","73"," 4","  22.5","  5.2"," 11.1","  1.1","  3.1","  4.1","  8.1","  1.6","  2.1"," 2.2","  4.6","  6.8","  1.7"," 0.7"," 0.3","  1.4","  1.8"," 13.2"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.468468468468","0.506172839506","0.518018018018","0.354838709677","0.76190476190"
"802","DeAndre Liggins"," 1505942","NOP","6'6","209","Kentucky","USA","2011","2","53"," -13.4","2018","SG","29","58"," 4","  12.5","  0.7","  1.8","  0.3","  0.9","  0.4","  0.9","  0.0","  0.1"," 0.1","  1.2","  1.3","  0.8"," 0.6"," 0.2","  0.3","  1.4","  1.7"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.388888888889","0.444444444444","0.472222222222","0.333333333333","0.00000000000"
"803","Malachi Richardson"," 1504560","TOR","6'6","205","Syracuse","USA","2016","1","22","  -7.8","2018","SG","22","26"," 4","  12.5","  1.2","  3.5","  0.5","  1.5","  0.7","  1.9","  0.7","  0.8"," 0.2","  1.1","  1.3","  0.5"," 0.4"," 0.0","  0.4","  1.0","  3.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.342857142857","0.368421052632","0.414285714286","0.333333333333","0.87500000000"
"804","Tony Allen"," 1471382","NOP","6'4""","213","Oklahoma State","USA","2004","1","25","  -3.8","2018","SF","36","22"," 0","  12.4","  2.0","  4.1","  0.2","  0.5","  1.8","  3.6","  0.5","  1.0"," 0.9","  1.2","  2.1","  0.4"," 0.5"," 0.1","  0.9","  2.2","  4.7"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","0.487804878049","0.500000000000","0.512195121951","0.400000000000","0.50000000000"
"805","Willie Reed"," 1471382","DET","6'11""","245","Saint Louis","USA","Undrafted","Undrafted","Undrafted","   2.7","2018","C","27","42"," 5","  10.2","  1.9","  2.9","  0.0","  0.0","  1.9","  2.8","  0.8","  1.3"," 0.8","  2.0","  2.9","  0.2"," 0.2"," 0.5","  0.5","  1.3","  4.6"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.655172413793","0.678571428571","0.655172413793","           NaN","0.61538461538"
"806","Larry Nance Jr"," 1471382","CLE","6'9""","230","Wyoming","USA","2015","1","27","   0.9","2018","C","25","66","27","  21.5","  3.6","  6.3","  0.0","  0.2","  3.6","  6.1","  1.4","  2.1"," 2.4","  4.4","  6.8","  1.2"," 1.3"," 0.6","  0.8","  2.6","  8.7"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.571428571429","0.590163934426","0.571428571429","0.000000000000","0.66666666667"
"807","Salah Mejri"," 1471382","DAL","7'2""","235","None","Tunisia","Undrafted","Undrafted","Undrafted","   1.2","2018","C","31","61"," 1","  12.0","  1.4","  2.2","  0.0","  0.0","  1.4","  2.2","  0.6","  1.1"," 1.4","  2.6","  4.0","  0.6"," 0.4"," 1.1","  0.6","  2.0","  3.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.636363636364","0.636363636364","0.636363636364","           NaN","0.54545454545"
"808","Nikola Jokic"," 1471382","DEN","6'10""","250","None","Serbia","2014","2","41","   6.5","2018","C","22","75","73","  32.6","  6.7"," 13.5","  1.5","  3.7","  5.2","  9.7","  3.5","  4.2"," 2.6","  8.1"," 10.7","  6.1"," 1.2"," 0.8","  2.8","  2.8"," 18.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.496296296296","0.536082474227","0.551851851852","0.405405405405","0.83333333333"
"809","Kevon Looney"," 1471382","GSW","6'9""","220","UCLA","USA","2015","1","30","   6.2","2018","C","21","66"," 4","  13.8","  1.7","  2.9","  0.0","  0.1","  1.7","  2.8","  0.6","  1.2"," 1.3","  2.0","  3.3","  0.6"," 0.5"," 0.8","  0.5","  1.6","  4.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.586206896552","0.607142857143","0.586206896552","0.000000000000","0.50000000000"
"810","Montrezl Harrell"," 1471382","LAC","6'8""","240","Louisville","USA","2015","2","32","   1.5","2018","C","24","76"," 3","  17.0","  4.6","  7.2","  0.0","  0.1","  4.6","  7.1","  1.8","  2.9"," 1.4","  2.7","  4.0","  1.0"," 0.5"," 0.7","  0.9","  1.9"," 11.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.638888888889","0.647887323944","0.638888888889","0.000000000000","0.62068965517"
"811","Jarell Martin"," 1471382","MEM","6'10""","239","Louisiana State","USA","2015","1","25","  -7.6","2018","PF","23","73","36","  22.8","  3.0","  6.8","  0.5","  1.3","  2.6","  5.5","  1.2","  1.6"," 1.3","  3.0","  4.4","  1.0"," 0.5"," 0.7","  1.2","  2.9","  7.7"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.441176470588","0.472727272727","0.477941176471","0.384615384615","0.75000000000"
"812","Josh Richardson"," 1471382","MIA","6'6","200","Tennessee","USA","2015","2","40","   1.1","2018","SF","24","81","81","  33.2","  4.9"," 10.9","  1.6","  4.1","  3.4","  6.8","  1.5","  1.8"," 0.9","  2.7","  3.5","  2.9"," 1.5"," 0.9","  1.7","  2.5"," 12.9"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.449541284404","0.500000000000","0.522935779817","0.390243902439","0.83333333333"
"813","Jordan Mickey"," 1471382","MIA","6'8""","235","Louisiana State","USA","2015","2","33","  -5.8","2018","PF","23","23"," 3","  12.3","  1.7","  3.6","  0.1","  0.7","  1.6","  2.9","  0.6","  0.8"," 0.8","  2.7","  3.5","  0.4"," 0.3"," 0.4","  0.8","  1.6","  4.0"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.472222222222","0.551724137931","0.486111111111","0.142857142857","0.75000000000"
"814","Tyus Jones"," 1471382","MIN","6'2""","184","Duke","USA","2015","1","24","   5.9","2018","PG","21","82","11","  17.9","  1.8","  4.0","  0.5","  1.6","  1.3","  2.4","  0.9","  1.0"," 0.2","  1.4","  1.6","  2.8"," 1.2"," 0.1","  0.7","  1.3","  5.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.450000000000","0.541666666667","0.512500000000","0.312500000000","0.90000000000"
"815","Josh Huestis"," 1471382","OKC","6'7""","230","Stanford","USA","2014","1","29","   5.5","2018","PF","26","69","10","  14.2","  0.9","  2.6","  0.5","  1.7","  0.4","  1.0","  0.1","  0.3"," 0.6","  1.7","  2.3","  0.3"," 0.2"," 0.6","  0.4","  1.2","  2.3"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.346153846154","0.400000000000","0.442307692308","0.294117647059","0.33333333333"
"816","Richaun Holmes"," 1471382","PHI","6'10""","235","Bowling Green","USA","2015","2","37","  -1.4","2018","C","24","48"," 2","  15.5","  2.8","  5.0","  0.1","  0.6","  2.7","  4.4","  0.8","  1.2"," 1.2","  3.2","  4.4","  1.3"," 0.4"," 0.6","  0.5","  2.0","  6.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.560000000000","0.613636363636","0.570000000000","0.166666666667","0.66666666667"
"817","TJ McConnell"," 1471382","PHI","6'2""","190","Arizona","USA","Undrafted","Undrafted","Undrafted","  -1.6","2018","PG","25","76"," 1","  22.4","  2.8","  5.5","  0.4","  0.8","  2.4","  4.7","  0.4","  0.5"," 0.5","  2.5","  3.0","  4.0"," 1.2"," 0.2","  1.5","  1.6","  6.3"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.509090909091","0.510638297872","0.545454545455","0.500000000000","0.80000000000"
"818","Pat Connaughton"," 1471382","POR","6'5""","210","Notre Dame","USA","2015","2","41","   4.1","2018","SG","25","82"," 5","  18.1","  2.0","  4.8","  0.9","  2.6","  1.1","  2.2","  0.5","  0.5"," 0.4","  1.5","  2.0","  1.1"," 0.3"," 0.3","  0.5","  1.5","  5.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.416666666667","0.500000000000","0.510416666667","0.346153846154","1.00000000000"
"819","Norman Powell"," 1471382","TOR","6'4""","215","UCLA","USA","2015","2","46","  -1.8","2018","SG","24","70","18","  15.2","  2.1","  5.3","  0.8","  2.7","  1.4","  2.7","  0.5","  0.6"," 0.2","  1.5","  1.7","  1.3"," 0.5"," 0.2","  0.9","  1.6","  5.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.396226415094","0.518518518519","0.471698113208","0.296296296296","0.83333333333"
"820","Raul Neto"," 1471382","UTA","6'1""","179","None","Brazil","2013","2","47","  10.2","2018","PG","25","41"," 0","  12.1","  1.7","  3.7","  0.5","  1.1","  1.2","  2.5","  0.6","  0.9"," 0.2","  1.0","  1.2","  1.8"," 0.3"," 0.1","  0.9","  0.9","  4.5"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.459459459459","0.480000000000","0.527027027027","0.454545454545","0.66666666667"
"821","Chris McCullough"," 1471382","WAS","6'9""","215","Syracuse","USA","2015","1","29"," -12.6","2018","PF","22","19"," 0","   4.7","  0.9","  2.2","  0.1","  0.4","  0.9","  1.8","  0.5","  0.7"," 0.4","  0.9","  1.3","  0.2"," 0.0"," 0.3","  0.1","  0.4","  2.4"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.409090909091","0.500000000000","0.431818181818","0.250000000000","0.71428571429"
"822","Furkan Korkmaz"," 1465920","PHI","6'7""","190","None","Turkey","2016","1","26"," -29.8","2018","SG","20","14"," 0","   5.7","  0.6","  2.0","  0.4","  1.2","  0.2","  0.8","  0.1","  0.3"," 0.1","  0.6","  0.8","  0.3"," 0.1"," 0.1","  0.1","  0.9","  1.6"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.300000000000","0.250000000000","0.400000000000","0.333333333333","0.33333333333"
"823","Caleb Swanigan"," 1465920","POR","6'8""","250","Purdue","USA","2017","1","26","  -4.0","2018","PF","20","27"," 3","   7.0","  0.9","  2.2","  0.0","  0.3","  0.9","  1.9","  0.4","  0.7"," 0.6","  1.4","  2.0","  0.5"," 0.2"," 0.1","  0.7","  1.4","  2.3"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.409090909091","0.473684210526","0.409090909091","0.000000000000","0.57142857143"
"824","Okaro White"," 1460927","CLE","6'8""","215","Florida State","USA","Undrafted","Undrafted","Undrafted","  -1.2","2018","PF","25"," 6"," 4","  13.3","  1.2","  2.7","  0.7","  1.8","  0.5","  0.8","  0.3","  0.5"," 0.5","  1.3","  1.8","  0.3"," 0.2"," 0.2","  0.2","  1.0","  3.3"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.444444444444","0.625000000000","0.574074074074","0.388888888889","0.60000000000"
"825","Rondae Hollis-Jefferson"," 1455720","BKN","6'7""","214","Arizona","USA","2015","1","23","  -4.3","2018","SF","23","68","59","  28.2","  5.0"," 10.6","  0.2","  0.8","  4.8","  9.9","  3.7","  4.6"," 1.5","  5.3","  6.8","  2.5"," 1.0"," 0.7","  1.8","  2.1"," 13.9"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.471698113208","0.484848484848","0.481132075472","0.250000000000","0.80434782609"
"826","Willy Hernangomez"," 1435750","CHA","6'11""","240","None","Spain","2015","2","35","  -0.4","2018","C","23","48"," 1","  10.3","  1.9","  3.4","  0.1","  0.3","  1.8","  3.2","  1.2","  1.9"," 1.3","  2.5","  3.8","  0.7"," 0.4"," 0.3","  0.7","  1.3","  5.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","0.558823529412","0.562500000000","0.573529411765","0.333333333333","0.63157894737"
"827","Kyle Kuzma"," 1423560","LAL","6'9""","220","Utah","USA","2017","1","27","  -2.4","2018","PF","22","77","37","  31.2","  6.1"," 13.5","  2.1","  5.6","  4.0","  7.9","  1.9","  2.7"," 1.1","  5.1","  6.3","  1.8"," 0.6"," 0.4","  1.8","  2.1"," 16.1"," 2.1","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.451851851852","0.506329113924","0.529629629630","0.375000000000","0.70370370370"
