"","name","salary","team","height_ft","weight_lb","school","country","DraftYear","DraftRound","DraftNum","PlusMinus","PlayerYear","Pos","Age","Games","started","MinGames","FG","FG_att","three","three_att","two","two_att","FT","FT_att","o_reb","d_reb","t_reb","assist","steal","block","TO","fouls","ppg","infl","mvp","mip","SixthMan","dpoy","roy","nba1","nba2","nba3","rook1","rook2","def1","def2","FG_per","two_per","EFG","three_per","FT_per","TeamWins","NumYears"
"63","Draymond Green",16400000,"GSW","6'7""",230,"Michigan State","USA","2012","2","35",6.4,2018,"PF",27,70,70,32.7,4,8.8,1.1,3.7,2.9,5.2,1.9,2.5,1.1,6.6,7.6,7.3,1.4,1.3,2.9,2.6,11,2.1,"NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","YES","NO",0.454545454545455,0.557692307692308,0.517045454545454,0.297297297297297,0.76,58,6
"64","Reggie Jackson",16000000,"DET","6'3""",208,"Boston College","USA","2011","1","24",0.2,2018,"PG",27,45,45,26.7,5.5,12.8,1.2,3.8,4.3,9.1,2.5,3,0.6,2.1,2.8,5.3,0.6,0.1,2.2,1.9,14.6,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4296875,0.472527472527473,0.4765625,0.315789473684211,0.833333333333333,39,7
"65","Tobias Harris",16000000,"LAC","6'9""",235,"Tennessee","USA","2011","1","19",-2.1,2018,"PF",25,80,80,33.4,7,15.3,2.3,5.6,4.7,9.7,2.2,2.7,0.7,4.7,5.5,2.4,0.9,0.4,1.3,2.1,18.6,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.457516339869281,0.484536082474227,0.532679738562091,0.410714285714286,0.814814814814815,42,7
"66","Pau Gasol",16000000,"SAS","7'0""",250,"None","Spain","2001","1","3",0.5,2018,"C",37,77,63,23.5,3.7,8.1,0.6,1.6,3.2,6.6,2.1,2.7,1.7,6.4,8,3.1,0.3,1,1.4,1.6,10.1,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.45679012345679,0.484848484848485,0.493827160493827,0.375,0.777777777777778,47,17
"67","Ian Mahinmi",16000000,"WAS","6'11""",262,"None","France","2005","1","28",1.2,2018,"C",31,77,0,14.9,1.8,3.2,0,0,1.8,3.2,1.2,1.7,1.8,2.3,4.1,0.7,0.5,0.5,1.3,3,4.8,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5625,0.5625,0.5625,NA,0.705882352941177,43,9
"68","Jonas Valanciunas",15460675,"TOR","7'0""",255,"None","Lithuania","2011","1","5",6.1,2018,"C",25,77,77,22.4,5.1,8.9,0.4,1,4.7,8,2.2,2.7,2.4,6.2,8.6,1.1,0.4,0.9,1.5,2.5,12.7,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.573033707865168,0.5875,0.595505617977528,0.4,0.814814814814815,59,6
"69","Tony Parker",15453126,"SAS","6'2""",185,"None","France","2001","1","28",-1.7,2018,"PG",35,55,21,19.5,3.2,7.1,0.2,0.7,3.1,6.4,1,1.4,0.1,1.6,1.7,3.5,0.5,0,1.2,0.9,7.7,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.450704225352113,0.484375,0.464788732394366,0.285714285714286,0.714285714285714,47,17
"70","Timofey Mozgov",15280000,"BRK","7'1""",275,"None","Russia","Undrafted","Undrafted","Undrafted",-13,2018,"C",31,31,13,11.6,1.7,3,0.1,0.6,1.5,2.4,0.7,1,1,2.1,3.2,0.4,0.2,0.4,1.1,1.3,4.2,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.566666666666667,0.625,0.583333333333333,0.166666666666667,0.7,28,8
"71","Jamal Crawford",15270762,"MIN","6'5""",185,"Michigan","USA","2000","1","8",-4.7,2018,"SG",37,80,0,20.7,3.9,9.3,1.3,3.9,2.6,5.4,1.3,1.4,0.3,1,1.2,2.3,0.5,0.1,1.2,1.1,10.3,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.419354838709677,0.481481481481481,0.489247311827957,0.333333333333333,0.928571428571429,47,18
"72","Andre Iguodala",14814815,"GSW","6'6",215,"Arizona","USA","2004","1","9",7.9,2018,"SF",34,64,7,25.3,2.3,5,0.5,1.8,1.8,3.2,0.9,1.4,0.8,3.1,3.8,3.3,0.8,0.6,1,1.5,6,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.46,0.5625,0.51,0.277777777777778,0.642857142857143,58,14
"73","DeMarre Carroll",14800000,"BRK","6'8""",215,"Missouri","USA","2009","1","27",-1.2,2018,"SF",31,73,73,29.9,4.5,10.8,2,5.4,2.5,5.4,2.6,3.4,1.4,5.1,6.6,2,0.8,0.4,1.4,2.3,13.5,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.416666666666667,0.462962962962963,0.509259259259259,0.37037037037037,0.764705882352941,28,8
"74","Eric Bledsoe",14500000,"MIL","6'1""",205,"Kentucky","USA","2010","1","18",2.8,2018,"PG",28,74,74,31.4,6.3,13.4,1.7,4.9,4.6,8.5,3.4,4.3,0.7,3.1,3.8,5,2,0.6,2.9,2.5,17.7,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.470149253731343,0.541176470588235,0.533582089552239,0.346938775510204,0.790697674418605,44,8
"75","Gorgui Dieng",14112360,"MIN","6'11""",251,"Louisville","Senegal","2013","1","21",-6.8,2018,"C",28,79,0,16.9,2.4,4.9,0.2,0.8,2.1,4.1,1,1.3,1.3,3.2,4.6,0.9,0.6,0.5,0.7,1.9,5.9,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.489795918367347,0.51219512195122,0.510204081632653,0.25,0.769230769230769,47,5
"76","Khris Middleton",14100000,"MIL","6'8""",234,"Texas A&M","USA","2012","2","39",1.8,2018,"SF",26,82,82,36.4,7.2,15.5,1.8,5,5.5,10.5,3.9,4.4,0.5,4.7,5.2,4,1.5,0.3,2.3,3.3,20.1,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.464516129032258,0.523809523809524,0.52258064516129,0.36,0.886363636363636,44,6
"77","Ricky Rubio",14100000,"UTA","6'4""",190,"None","Spain","2009","1","5",4.8,2018,"PG",27,77,77,29.3,4.5,10.7,1.2,3.5,3.2,7.2,2.9,3.3,0.6,4,4.6,5.3,1.6,0.1,2.7,2.7,13.1,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.420560747663551,0.444444444444444,0.476635514018692,0.342857142857143,0.878787878787879,48,7
"78","Mason Plumlee",14041096,"DEN","6'11""",255,"Duke","USA","2013","1","22",-1.4,2018,"C",27,74,26,19.4,3,5,0,0,3,5,1.1,2.4,1.8,3.6,5.4,1.9,0.7,1.1,1.4,2.5,7.1,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.6,0.6,0.6,NA,0.458333333333333,46,5
"79","Taj Gibson",14000000,"MIN","6'9""",235,"Southern California","USA","2009","1","26",4.5,2018,"PF",32,82,82,33.2,5.2,9,0.1,0.4,5.1,8.6,1.7,2.3,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7,12.2,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.577777777777778,0.593023255813953,0.583333333333333,0.25,0.739130434782609,47,9
"80","Robin Lopez",13788500,"CHI","7'0""",277,"Stanford","USA","2008","1","15",-5.8,2018,"C",29,64,64,26.4,5.3,10.1,0.1,0.2,5.3,9.9,1.1,1.4,2.1,2.4,4.5,1.9,0.2,0.8,1.7,1.7,11.8,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.524752475247525,0.535353535353535,0.52970297029703,0.5,0.785714285714286,27,10
"81","JR Smith",13760000,"CLE","6'6",225,"None","USA","2004","1","18",-2.6,2018,"SG",32,80,61,28.1,3,7.4,1.8,4.8,1.2,2.7,0.5,0.7,0.4,2.6,2.9,1.8,0.9,0.1,1,2,8.3,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.405405405405405,0.444444444444444,0.527027027027027,0.375,0.714285714285714,50,14
"82","James Johnson",13734000,"MIA","6'8""",240,"Wake Forest","USA","2009","1","16",-0.1,2018,"PF",30,73,41,26.6,4.2,8.4,0.8,2.5,3.5,5.9,1.5,2.2,0.8,4.1,4.9,3.8,1,0.7,1.9,2.6,10.8,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5,0.593220338983051,0.547619047619048,0.32,0.681818181818182,44,9
"83","Joe Ingles",13636364,"UTA","6'8""",226,"None","Australia","Undrafted","Undrafted","Undrafted",4.9,2018,"SF",30,82,81,31.4,4.1,8.8,2.5,5.7,1.6,3.1,0.8,1,0.3,3.9,4.2,4.8,1.1,0.2,1.9,2.2,11.5,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.465909090909091,0.516129032258065,0.607954545454545,0.43859649122807,0.8,48,4
"84","Marvin Williams",13168750,"CHO","6'9""",237,"North Carolina","USA","2005","1","2",1.4,2018,"PF",31,78,78,25.7,3.3,7.2,1.6,3.9,1.7,3.3,1.3,1.6,0.9,3.8,4.7,1.2,0.7,0.5,0.8,1.5,9.5,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.458333333333333,0.515151515151515,0.569444444444444,0.41025641025641,0.8125,NA,13
"85","Michael Kidd-Gilchrist",13000000,"CHO","6'7""",232,"Kentucky","USA","2012","1","2",1.4,2018,"SF",24,74,74,25,3.8,7.6,0,0,3.8,7.5,1.6,2.3,1.1,2.9,4.1,1,0.7,0.4,0.7,1.9,9.2,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5,0.506666666666667,0.5,NA,0.695652173913044,NA,6
"86","Tyson Chandler",13000000,"PHO","7'1""",240,"None","USA","2001","1","2",-10.2,2018,"C",35,46,46,25,2.6,4.1,0,0,2.6,4.1,1.3,2,2.9,6.2,9.1,1.2,0.3,0.6,1.3,2.3,6.5,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.634146341463415,0.634146341463415,0.634146341463415,NA,0.65,21,17
"87","Eric Gordon",12943020,"HOU","6'4""",215,"Indiana","USA","2008","1","7",12.8,2018,"SG",29,69,30,31.2,6,14.1,3.2,8.8,2.9,5.2,2.8,3.5,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,18,2.1,"NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.425531914893617,0.557692307692308,0.539007092198582,0.363636363636364,0.8,65,10
"88","Kenneth Faried",12921348,"DEN","6'8""",228,"Morehead State","USA","2011","1","22",-5.7,2018,"PF",28,32,7,14.4,2.4,4.6,0,0,2.4,4.6,1.1,1.6,2.1,2.7,4.8,0.6,0.4,0.4,0.7,1.6,5.9,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.521739130434783,0.521739130434783,0.521739130434783,NA,0.6875,46,7
"89","Thaddeus Young",12921348,"IND","6'8""",230,"Georgia Tech","USA","2007","1","12",3.3,2018,"PF",29,81,81,32.2,5.2,10.7,0.7,2.2,4.5,8.4,0.7,1.1,2.3,4,6.3,1.9,1.7,0.4,1.3,2.2,11.8,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.485981308411215,0.535714285714286,0.518691588785047,0.318181818181818,0.636363636363636,48,11
"90","Marcin Gortat",12782609,"WAS","6'11""",240,"None","Poland","2005","2","57",2.4,2018,"C",33,82,82,25.3,3.5,6.8,0,0,3.5,6.8,1.3,2,2.2,5.4,7.6,1.8,0.5,0.7,1.2,2.1,8.4,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.514705882352941,0.514705882352941,0.514705882352941,NA,0.65,43,11
"91","Cody Zeller",12584270,"CHO","7'0""",240,"Indiana","USA","2013","1","4",2.1,2018,"C",25,33,0,19,2.6,4.7,0.1,0.1,2.5,4.6,1.8,2.6,2,3.3,5.4,0.9,0.4,0.6,1,2.5,7.1,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.553191489361702,0.543478260869565,0.563829787234043,1,0.692307692307692,NA,5
"92","Nikola Mirotic",12500000,"NOP","6'10""",238,"None","Montenegro","2011","1","23",4.9,2018,"PF",26,55,14,27.2,5.6,12.4,2.5,6.5,3.1,5.9,2,2.5,1.1,6.3,7.4,1.5,0.8,0.7,1.1,2,15.6,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.451612903225806,0.525423728813559,0.55241935483871,0.384615384615385,0.8,48,4
"93","Miles Plumlee",12400000,"ATL","6'11""",249,"Duke","USA","2012","1","26",-8.6,2018,"C",29,55,35,16.7,1.9,3.3,0,0,1.9,3.3,0.5,1.1,1.4,2.7,4.1,0.8,0.3,0.5,1.1,1.4,4.3,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.575757575757576,0.575757575757576,0.575757575757576,NA,0.454545454545455,24,5
"94","Zach Randolph",12307692,"SAC","6'9""",250,"Michigan State","USA","2001","1","19",-11.8,2018,"PF",36,59,57,25.6,6.1,12.9,0.9,2.5,5.3,10.4,1.4,1.8,1.6,5.1,6.7,2.2,0.7,0.2,2,2,14.5,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.472868217054264,0.509615384615385,0.507751937984496,0.36,0.777777777777778,27,17
"95","Nikola Vucevic",12250000,"ORL","7'0""",260,"Southern California","Montenegro","2011","1","16",-1.3,2018,"C",27,57,57,29.5,7,14.7,1.1,3.6,5.9,11.2,1.4,1.6,1.8,7.4,9.2,3.4,1,1.1,1.9,2.5,16.5,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.476190476190476,0.526785714285714,0.513605442176871,0.305555555555556,0.875,25,7
"96","Solomon Hill",12236535,"NOP","6'7""",225,"Arizona","USA","2013","1","23",-6.2,2018,"SF",26,12,1,15.6,0.9,3.4,0.3,1.8,0.6,1.7,0.3,0.5,0.8,2.3,3,1.8,0.6,0.1,0.8,1.8,2.4,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.264705882352941,0.352941176470588,0.308823529411765,0.166666666666667,0.6,48,5
"97","Dion Waiters",12100000,"MIA","6'4""",215,"Syracuse","USA","2012","1","4",-4.6,2018,"SG",26,30,30,30.6,5.4,13.7,1.7,5.7,3.7,8,1.7,2.3,0.3,2.3,2.6,3.8,0.8,0.3,2.3,2,14.3,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.394160583941606,0.4625,0.456204379562044,0.298245614035088,0.739130434782609,44,6
"98","Wilson Chandler",12016854,"DEN","6'9""",225,"DePaul","USA","2007","1","23",1,2018,"SF",30,74,71,31.7,3.8,8.5,1.2,3.3,2.6,5.2,1.2,1.5,1.4,4,5.4,2.1,0.6,0.5,1.2,2.1,10,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.447058823529412,0.5,0.517647058823529,0.363636363636364,0.8,46,9
"99","Kelly Olynyk",12007169,"MIA","7'0""",245,"Gonzaga","Canada","2013","1","13",6.4,2018,"PF",26,76,22,23.4,4.2,8.4,1.4,3.7,2.8,4.7,1.8,2.3,1.2,4.5,5.7,2.7,0.8,0.5,1.9,2.9,11.5,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5,0.595744680851064,0.583333333333333,0.378378378378378,0.782608695652174,44,5
"100","Kemba Walker",12000000,"CHO","6'1""",184,"Connecticut","USA","2011","1","9",3.6,2018,"PG",27,80,80,34.2,7.4,17,2.9,7.5,4.5,9.5,4.5,5.3,0.4,2.7,3.1,5.6,1.1,0.3,2.2,1.2,22.1,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.435294117647059,0.473684210526316,0.520588235294118,0.386666666666667,0.849056603773585,NA,7
"101","Derrick Favors",12000000,"UTA","6'10""",265,"Georgia Tech","USA","2010","1","3",3.4,2018,"C",26,77,77,28,5.1,9.1,0.2,0.8,4.9,8.3,1.8,2.8,2.6,4.6,7.2,1.3,0.7,1.1,1.1,2.1,12.3,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.56043956043956,0.590361445783133,0.571428571428571,0.25,0.642857142857143,48,8
"102","Austin Rivers",11825000,"LAC","6'4""",200,"Duke","USA","2012","1","10",-1.5,2018,"SG",25,61,59,33.7,5.6,13.2,2.2,5.9,3.4,7.3,1.7,2.6,0.4,1.9,2.4,4,1.2,0.3,1.8,2.5,15.1,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.424242424242424,0.465753424657534,0.507575757575758,0.372881355932203,0.653846153846154,42,6
"103","Courtney Lee",11747890,"NYK","6'5""",200,"Western Kentucky","USA","2008","1","22",-5.7,2018,"SG",32,76,69,30.4,4.5,9.9,1.5,3.7,3,6.3,1.5,1.6,0.4,2.6,2.9,2.4,1.1,0.2,1.1,1.4,12,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.454545454545455,0.476190476190476,0.53030303030303,0.405405405405405,0.9375,29,10
"104","Jordan Clarkson",11562500,"CLE","6'5""",194,"Missouri","USA","2014","2","46",-1.8,2018,"SG",25,81,2,23.3,5.3,11.8,1.4,3.9,3.9,7.9,1.9,2.3,0.7,2,2.7,2.7,0.7,0.1,1.6,1.3,13.9,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.449152542372881,0.493670886075949,0.508474576271186,0.358974358974359,0.826086956521739,50,4
"105","John Henson",11422536,"MIL","6'11""",229,"North Carolina","USA","2012","1","14",4.6,2018,"C",27,76,69,25.9,3.8,6.6,0,0.1,3.8,6.5,1.2,2.1,2,4.8,6.8,1.5,0.6,1.4,1.1,2.7,8.8,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.575757575757576,0.584615384615385,0.575757575757576,0,0.571428571428571,44,6
"106","Amir Johnson",11000000,"PHI","6'9""",240,"None","USA","2005","2","56",1.4,2018,"C",30,74,18,15.8,1.9,3.5,0.1,0.4,1.8,3.1,0.7,1.1,1.7,2.8,4.5,1.6,0.6,0.6,0.7,2.6,4.6,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.542857142857143,0.580645161290323,0.557142857142857,0.25,0.636363636363636,52,12
"107","Alec Burks",10845506,"UTA","6'6",214,"Colorado","USA","2011","1","12",-1.1,2018,"SG",26,64,1,16.5,2.7,6.5,0.7,2.2,1.9,4.3,1.7,1.9,0.3,2.7,3,1,0.6,0.1,0.9,1.2,7.7,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.415384615384615,0.441860465116279,0.469230769230769,0.318181818181818,0.894736842105263,48,7
"108","Omer Asik",10595505,"CHI","7'0""",255,"None","Turkey","2008","2","36",-6.4,2018,"C",31,18,0,10.1,0.5,1.2,0,0,0.5,1.2,0.2,0.7,0.5,2.1,2.6,0.2,0.1,0.2,0.5,1.1,1.2,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.416666666666667,0.416666666666667,0.416666666666667,NA,0.285714285714286,27,8
"109","Bojan Bogdanovic",10500000,"IND","6'8""",230,"None","Croatia","2011","2","31",1.5,2018,"SF",28,80,80,30.8,5.1,10.7,1.9,4.8,3.1,5.8,2.2,2.6,0.4,3,3.4,1.5,0.7,0.1,1.3,1.6,14.3,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.476635514018692,0.53448275862069,0.565420560747664,0.395833333333333,0.846153846153846,48,4
"110","Mirza Teletovic",10500000,"MIL","6'9""",242,"None","Bosnia and He...","Undrafted","Undrafted","Undrafted",-9.9,2018,"PF",32,10,0,15.9,2.5,5.7,2.1,4.5,0.4,1.2,0,0,0.3,2,2.3,1,0.4,0.1,0.7,1.4,7.1,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.43859649122807,0.333333333333333,0.62280701754386,0.466666666666667,NA,44,6
"111","Terrence Ross",10500000,"ORL","6'7""",206,"Washington","USA","2012","1","8",-4.2,2018,"SG",26,24,20,25,3.2,8,1.3,3.9,1.9,4.1,1.1,1.5,0.4,2.6,3,1.6,1.1,0.5,1.2,1.9,8.7,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4,0.463414634146341,0.48125,0.333333333333333,0.733333333333333,25,6
"112","Jon Leuer",10497319,"DET","6'10""",228,"Wisconsin","USA","2011","2","40",2.7,2018,"PF",28,8,0,17,1.9,4.5,0,0.4,1.9,4.1,1.6,1.9,0.9,3.1,4,0.6,0.1,0.4,0.9,2,5.4,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.422222222222222,0.463414634146341,0.422222222222222,0,0.842105263157895,39,7
"113","Iman Shumpert",10337079,"SAC","6'5""",220,"Georgia Tech","USA","2011","1","17",4.4,2018,"SG",27,14,6,19.7,1.6,4.1,0.5,1.9,1.1,2.3,0.8,1.1,0.5,2.4,2.9,1.2,0.6,0.3,1.1,1.6,4.4,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.390243902439024,0.478260869565217,0.451219512195122,0.263157894736842,0.727272727272727,27,7
"114","Joe Johnson",10254904,"HOU","6'7""",240,"Arkansas","USA","2001","1","10",-3.8,2018,"SF",36,55,4,21.9,2.7,6.5,0.7,2.6,1.9,3.9,0.7,0.8,0.3,2.9,3.1,1.5,0.3,0.1,0.9,1.2,6.8,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.415384615384615,0.487179487179487,0.469230769230769,0.269230769230769,0.875,65,17
"115","Darren Collison",10000000,"IND","6'2""",185,"UCLA","USA","2009","1","21",2.3,2018,"PG",30,69,64,29.2,4.6,9.2,1.4,3,3.2,6.3,1.8,2.1,0.5,2,2.6,5.3,1.3,0.2,1.2,1.8,12.4,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5,0.507936507936508,0.576086956521739,0.466666666666667,0.857142857142857,48,8
"116","Jared Dudley",10000000,"PHO","6'7""",240,"Boston College","USA","2007","1","22",-0.1,2018,"PF",32,48,0,14.3,1,2.5,0.6,1.7,0.4,0.9,0.6,0.7,0.2,1.8,2,1.6,0.5,0.2,0.6,1.8,3.2,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4,0.444444444444444,0.52,0.352941176470588,0.857142857142857,21,11
"117","Danny Green",10000000,"SAS","6'6",215,"North Carolina","USA","2009","2","46",2.1,2018,"SG",30,70,60,25.6,3.1,8,1.7,4.6,1.4,3.4,0.7,0.9,0.6,3,3.6,1.6,0.9,1.1,1.1,1.7,8.6,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES",0.3875,0.411764705882353,0.49375,0.369565217391304,0.777777777777778,47,9
"118","Meyers Leonard",9904495,"POR","7'1""",255,"Illinois","USA","2012","1","11",-7.6,2018,"C",25,33,2,7.7,1.4,2.4,0.3,0.8,1.1,1.6,0.3,0.3,0.4,1.8,2.1,0.5,0.2,0,0.3,1.1,3.4,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.583333333333333,0.6875,0.645833333333333,0.375,1,49,6
"119","Tony Snell",9821429,"MIL","6'7""",221,"New Mexico","USA","2013","1","20",-1.1,2018,"SG",26,75,59,27.4,2.5,5.7,1.4,3.6,1,2.1,0.5,0.6,0.1,1.8,1.9,1.3,0.6,0.4,0.5,1.5,6.9,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.43859649122807,0.476190476190476,0.56140350877193,0.388888888888889,0.833333333333333,44,5
"120","Al Jefferson",9769821,"IND","6'10""",280,"None","USA","2004","1","15",-1.5,2018,"C",33,36,1,13.4,3.1,5.8,0,0.1,3.1,5.7,0.8,1,0.8,3.1,4,0.8,0.4,0.6,0.6,1.8,7,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.53448275862069,0.543859649122807,0.53448275862069,0,0.8,48,14
"121","Matthew Dellavedova",9607500,"MIL","6'4""",198,"Saint Mary's (CA)","Australia","Undrafted","Undrafted","Undrafted",-6.2,2018,"PG",27,38,3,18.7,1.4,4,0.8,2.1,0.7,1.9,0.7,0.7,0.4,1.3,1.7,3.8,0.4,0,1.3,1.8,4.3,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.35,0.368421052631579,0.45,0.380952380952381,1,44,5
"122","Trevor Booker",9571137,"IND","6'8""",228,"Clemson","USA","2010","1","23",-1.4,2018,"PF",30,68,7,17,2.6,5,0.1,0.5,2.5,4.6,1,1.4,1.7,3,4.7,1.2,0.4,0.3,0.9,1.8,6.3,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.52,0.543478260869565,0.53,0.2,0.714285714285714,48,8
"123","Bogdan Bogdanovic",9470614,"SAC","6'6",205,"None","Serbia","2014","1","27",-8.4,2018,"SG",25,78,53,27.9,4.4,9.9,1.7,4.2,2.8,5.7,1.3,1.5,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.444444444444444,0.491228070175439,0.53030303030303,0.404761904761905,0.866666666666667,27,1
"124","Andre Roberson",9259260,"OKC","6'7""",210,"Colorado","USA","2013","1","26",8.2,2018,"SG",26,39,39,26.6,2.2,4.2,0.2,0.9,2,3.2,0.3,1,1.9,2.8,4.7,1.2,1.2,0.9,0.8,2.3,5,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES",0.523809523809524,0.625,0.547619047619048,0.222222222222222,0.3,48,4
"125","Dwight Powell",9003125,"DAL","6'11""",240,"Stanford","Canada","2014","2","45",0.5,2018,"C",26,79,25,21.2,3.2,5.4,0.4,1.1,2.9,4.4,1.7,2.3,1.7,3.9,5.6,1.2,0.8,0.4,0.7,2.4,8.5,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.592592592592593,0.659090909090909,0.62962962962963,0.363636363636364,0.739130434782609,24,4
"126","Jerryd Bayless",9000000,"PHI","6'3""",200,"Arizona","USA","2008","1","11",-3.1,2018,"SG",29,39,11,23.7,2.8,6.7,1.4,3.7,1.4,3,0.9,1.1,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.417910447761194,0.466666666666667,0.522388059701492,0.378378378378378,0.818181818181818,52,9
"127","Avery Bradley",8808989,"LAC","6'2""",180,"Texas","USA","2010","1","19",-4.1,2018,"SG",27,46,46,31.2,5.6,13.6,1.6,4.4,4,9.2,1.4,1.8,0.5,2,2.5,2,1.1,0.2,2.2,2,14.3,2.1,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.411764705882353,0.434782608695652,0.470588235294118,0.363636363636364,0.777777777777778,42,8
